Graph Name,No of sources of Evidences,Controller,Average-Case Controller to Switch
RENATER2010.GRAPHML,4,0,0.85
RENATER2010.GRAPHML,4,2,0.1
RENATER2010.GRAPHML,4,32,1.0
RHNET.GRAPHML,2,10,0.18181818181818182
RHNET.GRAPHML,2,1,0.45454545454545453
RHNET.GRAPHML,2,11,0.2727272727272727
RHNET.GRAPHML,2,9,0.09090909090909091
RHNET.GRAPHML,2,15,0.36363636363636365
RHNET.GRAPHML,3,1,0.6153846153846154
RHNET.GRAPHML,3,9,1.0
RHNET.GRAPHML,3,11,0.3076923076923077
RHNET.GRAPHML,4,1,0.6153846153846154
RHNET.GRAPHML,4,9,1.0
RHNET.GRAPHML,4,11,0.3076923076923077
RNP.GRAPHML,2,5,1.1111111111111112
RNP.GRAPHML,2,16,1.1111111111111112
RNP.GRAPHML,2,9,0.037037037037037035
RNP.GRAPHML,2,4,0.1111111111111111
RNP.GRAPHML,3,5,0.25
RNP.GRAPHML,3,9,0.041666666666666664
RNP.GRAPHML,3,4,0.125
RNP.GRAPHML,3,0,0.125
RNP.GRAPHML,3,2,0.041666666666666664
RNP.GRAPHML,3,1,0.041666666666666664
RNP.GRAPHML,3,16,1.25
RNP.GRAPHML,4,5,2.076923076923077
RNP.GRAPHML,4,9,0.038461538461538464
RNP.GRAPHML,4,4,0.11538461538461539
RNP.GRAPHML,4,0,0.11538461538461539
RNP.GRAPHML,4,2,0.038461538461538464
ROEDUNETFIBRE.GRAPHML,2,4,0.07317073170731707
ROEDUNETFIBRE.GRAPHML,2,42,0.36585365853658536
ROEDUNETFIBRE.GRAPHML,2,16,0.36585365853658536
ROEDUNETFIBRE.GRAPHML,2,0,0.14634146341463414
ROEDUNETFIBRE.GRAPHML,2,27,0.6341463414634146
ROEDUNETFIBRE.GRAPHML,2,25,0.07317073170731707
ROEDUNETFIBRE.GRAPHML,2,44,0.17073170731707318
ROEDUNETFIBRE.GRAPHML,3,4,0.975609756097561
ROEDUNETFIBRE.GRAPHML,3,0,0.07317073170731707
ROEDUNETFIBRE.GRAPHML,3,2,0.24390243902439024
ROEDUNETFIBRE.GRAPHML,3,16,0.21951219512195122
ROEDUNETFIBRE.GRAPHML,3,25,0.2926829268292683
ROEDUNETFIBRE.GRAPHML,3,13,0.07317073170731707
ROEDUNETFIBRE.GRAPHML,3,22,0.21951219512195122
ROEDUNETFIBRE.GRAPHML,4,4,0.975609756097561
ROEDUNETFIBRE.GRAPHML,4,0,0.07317073170731707
ROEDUNETFIBRE.GRAPHML,4,2,0.24390243902439024
ROEDUNETFIBRE.GRAPHML,4,16,0.21951219512195122
ROEDUNETFIBRE.GRAPHML,4,13,0.0975609756097561
ROEDUNETFIBRE.GRAPHML,4,22,0.43902439024390244
ROEDUNETFIBRE.GRAPHML,4,25,0.04878048780487805
SINET.GRAPHML,2,34,0.42028985507246375
SINET.GRAPHML,2,35,0.14492753623188406
SINET.GRAPHML,2,20,0.36231884057971014
SINET.GRAPHML,2,24,0.15942028985507245
SINET.GRAPHML,2,49,0.5072463768115942
SINET.GRAPHML,3,66,0.21212121212121213
SINET.GRAPHML,3,70,0.13636363636363635
SINET.GRAPHML,3,4,0.10606060606060606
SINET.GRAPHML,3,18,0.07575757575757576
SINET.GRAPHML,3,52,0.36363636363636365
SINET.GRAPHML,3,6,0.07575757575757576
SINET.GRAPHML,3,35,0.5909090909090909
SINET.GRAPHML,3,0,0.10606060606060606
SINET.GRAPHML,4,73,0.19696969696969696
SINET.GRAPHML,4,70,0.803030303030303
SINET.GRAPHML,4,63,0.2878787878787879
SINET.GRAPHML,4,66,0.21212121212121213
SINET.GRAPHML,4,27,0.07575757575757576
SINET.GRAPHML,4,50,0.07575757575757576
SINET.GRAPHML,4,57,0.10606060606060606
SINET.GRAPHML,4,52,0.36363636363636365
SPRINT,2,4,0.5
SPRINT,2,10,0.375
SPRINT,2,0,0.125
SPRINT,3,1,1.0
SPRINT,3,3,0.25
SPRINT,3,2,0.125
SPRINT,4,2,0.125
SPRINT,4,10,1.0
SPRINT,4,9,0.125
SUNET.GRAPHML,2,2,0.15
SUNET.GRAPHML,2,16,0.15
SUNET.GRAPHML,2,1,0.2
SUNET.GRAPHML,2,9,0.2
SUNET.GRAPHML,2,10,0.2
SUNET.GRAPHML,2,22,0.4
SUNET.GRAPHML,3,1,0.19047619047619047
SUNET.GRAPHML,3,2,1.2857142857142858
SUNET.GRAPHML,3,9,0.19047619047619047
SUNET.GRAPHML,3,10,0.19047619047619047
SUNET.GRAPHML,3,16,0.14285714285714285
SUNET.GRAPHML,4,1,0.19047619047619047
SUNET.GRAPHML,4,2,1.2380952380952381
SUNET.GRAPHML,4,9,0.2857142857142857
SUNET.GRAPHML,4,17,0.23809523809523808
SUNET.GRAPHML,4,10,0.19047619047619047
SURFNET.GRAPHML,2,8,0.6304347826086957
SURFNET.GRAPHML,2,30,1.1956521739130435
SURFNET.GRAPHML,2,38,0.08695652173913043
SURFNET.GRAPHML,2,47,0.32608695652173914
SURFNET.GRAPHML,3,13,0.1282051282051282
SURFNET.GRAPHML,3,3,0.20512820512820512
SURFNET.GRAPHML,3,2,0.10256410256410256
SURFNET.GRAPHML,3,22,0.07692307692307693
SURFNET.GRAPHML,3,8,0.2564102564102564
SURFNET.GRAPHML,3,20,0.15384615384615385
SURFNET.GRAPHML,3,35,0.02564102564102564
SURFNET.GRAPHML,3,38,0.02564102564102564
SURFNET.GRAPHML,3,14,0.2564102564102564
SURFNET.GRAPHML,3,24,0.23076923076923078
SURFNET.GRAPHML,3,32,0.05128205128205128
SURFNET.GRAPHML,4,8,0.6428571428571429
SURFNET.GRAPHML,4,1,0.023809523809523808
SURFNET.GRAPHML,4,4,0.047619047619047616
SURFNET.GRAPHML,4,3,0.07142857142857142
SURFNET.GRAPHML,4,2,0.047619047619047616
SURFNET.GRAPHML,4,19,0.7857142857142857
SURFNET.GRAPHML,4,30,0.07142857142857142
SURFNET.GRAPHML,4,13,0.19047619047619047
SWITCHL3.GRAPHML,2,35,0.058823529411764705
SWITCHL3.GRAPHML,2,7,0.5
SWITCHL3.GRAPHML,2,34,0.20588235294117646
SWITCHL3.GRAPHML,2,37,0.08823529411764706
SWITCHL3.GRAPHML,2,30,0.029411764705882353
SWITCHL3.GRAPHML,2,31,0.14705882352941177
SWITCHL3.GRAPHML,2,1,0.058823529411764705
SWITCHL3.GRAPHML,2,23,0.14705882352941177
SWITCHL3.GRAPHML,3,34,0.6666666666666666
SWITCHL3.GRAPHML,3,32,0.6111111111111112
SWITCHL3.GRAPHML,3,33,0.08333333333333333
SWITCHL3.GRAPHML,3,12,0.25
SWITCHL3.GRAPHML,3,0,0.027777777777777776
SWITCHL3.GRAPHML,3,22,0.08333333333333333
SWITCHL3.GRAPHML,4,39,0.1875
SWITCHL3.GRAPHML,4,16,0.03125
SWITCHL3.GRAPHML,4,41,0.03125
SWITCHL3.GRAPHML,4,27,0.0625
SWITCHL3.GRAPHML,4,34,0.5
SWITCHL3.GRAPHML,4,20,0.03125
SWITCHL3.GRAPHML,4,24,0.0625
SWITCHL3.GRAPHML,4,28,0.03125
SWITCHL3.GRAPHML,4,22,0.09375
SWITCHL3.GRAPHML,4,23,0.125
TATANLD.GRAPHML,2,52,0.1774193548387097
TATANLD.GRAPHML,2,71,0.03225806451612903
TATANLD.GRAPHML,2,46,0.1935483870967742
TATANLD.GRAPHML,2,98,0.04838709677419355
TATANLD.GRAPHML,2,95,0.024193548387096774
TATANLD.GRAPHML,2,120,0.024193548387096774
TATANLD.GRAPHML,2,25,0.06451612903225806
TATANLD.GRAPHML,2,37,0.08064516129032258
TATANLD.GRAPHML,2,128,0.024193548387096774
TATANLD.GRAPHML,2,81,0.07258064516129033
TATANLD.GRAPHML,2,129,0.13709677419354838
TATANLD.GRAPHML,2,97,0.008064516129032258
TATANLD.GRAPHML,2,32,0.10483870967741936
TATANLD.GRAPHML,2,60,0.45161290322580644
TATANLD.GRAPHML,2,76,0.03225806451612903
TATANLD.GRAPHML,2,91,0.07258064516129033
TATANLD.GRAPHML,2,141,0.14516129032258066
TATANLD.GRAPHML,2,23,0.008064516129032258
TATANLD.GRAPHML,2,47,0.016129032258064516
TATANLD.GRAPHML,2,104,0.016129032258064516
TATANLD.GRAPHML,2,119,0.22580645161290322
TATANLD.GRAPHML,3,1,0.14754098360655737
TATANLD.GRAPHML,3,25,0.08196721311475409
TATANLD.GRAPHML,3,52,0.08196721311475409
TATANLD.GRAPHML,3,71,0.00819672131147541
TATANLD.GRAPHML,3,46,0.09016393442622951
TATANLD.GRAPHML,3,23,0.01639344262295082
TATANLD.GRAPHML,3,32,0.32786885245901637
TATANLD.GRAPHML,3,12,0.05737704918032787
TATANLD.GRAPHML,3,15,0.00819672131147541
TATANLD.GRAPHML,3,37,0.04918032786885246
TATANLD.GRAPHML,3,95,0.02459016393442623
TATANLD.GRAPHML,3,19,0.05737704918032787
TATANLD.GRAPHML,3,47,0.38524590163934425
TATANLD.GRAPHML,3,26,0.10655737704918032
TATANLD.GRAPHML,3,11,0.02459016393442623
TATANLD.GRAPHML,3,53,0.05737704918032787
TATANLD.GRAPHML,3,98,0.09016393442622951
TATANLD.GRAPHML,3,60,0.07377049180327869
TATANLD.GRAPHML,3,97,0.00819672131147541
TATANLD.GRAPHML,3,76,0.03278688524590164
TATANLD.GRAPHML,3,0,0.05737704918032787
TATANLD.GRAPHML,3,3,0.03278688524590164
TATANLD.GRAPHML,3,120,0.02459016393442623
TATANLD.GRAPHML,4,1,0.14516129032258066
TATANLD.GRAPHML,4,25,0.06451612903225806
TATANLD.GRAPHML,4,71,0.024193548387096774
TATANLD.GRAPHML,4,52,0.0967741935483871
TATANLD.GRAPHML,4,23,0.016129032258064516
TATANLD.GRAPHML,4,46,0.08870967741935484
TATANLD.GRAPHML,4,32,0.3225806451612903
TATANLD.GRAPHML,4,15,0.008064516129032258
TATANLD.GRAPHML,4,12,0.0967741935483871
TATANLD.GRAPHML,4,19,0.056451612903225805
TATANLD.GRAPHML,4,95,0.06451612903225806
TATANLD.GRAPHML,4,47,0.3790322580645161
TATANLD.GRAPHML,4,37,0.04838709677419355
TATANLD.GRAPHML,4,27,0.10483870967741936
TATANLD.GRAPHML,4,53,0.056451612903225805
TATANLD.GRAPHML,4,11,0.024193548387096774
TATANLD.GRAPHML,4,97,0.008064516129032258
TATANLD.GRAPHML,4,60,0.07258064516129033
TATANLD.GRAPHML,4,3,0.0967741935483871
TATANLD.GRAPHML,4,98,0.08870967741935484
TATANLD.GRAPHML,4,76,0.03225806451612903
TINET.GRAPHML,2,34,0.2391304347826087
TINET.GRAPHML,2,37,0.15217391304347827
TINET.GRAPHML,2,41,0.13043478260869565
TINET.GRAPHML,2,5,0.08695652173913043
TINET.GRAPHML,2,8,0.043478260869565216
TINET.GRAPHML,2,4,1.0217391304347827
TINET.GRAPHML,2,35,0.5
TINET.GRAPHML,3,7,0.3673469387755102
TINET.GRAPHML,3,18,0.7755102040816326
TINET.GRAPHML,3,23,0.3877551020408163
TINET.GRAPHML,3,12,0.6122448979591837
TINET.GRAPHML,4,48,0.09523809523809523
TINET.GRAPHML,4,46,0.19047619047619047
TINET.GRAPHML,4,52,0.19047619047619047
TINET.GRAPHML,4,36,0.23809523809523808
TINET.GRAPHML,4,30,0.09523809523809523
TINET.GRAPHML,4,40,0.09523809523809523
TINET.GRAPHML,4,13,0.07142857142857142
TINET.GRAPHML,4,38,0.3333333333333333
TINET.GRAPHML,4,32,0.11904761904761904
TINET.GRAPHML,4,16,0.023809523809523808
TINET.GRAPHML,4,28,0.047619047619047616
ULAKNET.GRAPHML,2,76,0.810126582278481
ULAKNET.GRAPHML,2,75,0.10126582278481013
ULAKNET.GRAPHML,2,74,0.13924050632911392
ULAKNET.GRAPHML,3,37,0.013157894736842105
ULAKNET.GRAPHML,3,38,0.013157894736842105
ULAKNET.GRAPHML,3,39,0.013157894736842105
ULAKNET.GRAPHML,3,40,0.013157894736842105
ULAKNET.GRAPHML,3,81,0.19736842105263158
ULAKNET.GRAPHML,3,76,0.9868421052631579
ULAKNET.GRAPHML,4,74,1.7
ULAKNET.GRAPHML,4,75,0.1
UNINETT2010.GRAPHML,2,66,0.4393939393939394
UNINETT2010.GRAPHML,2,3,0.3484848484848485
UNINETT2010.GRAPHML,2,67,0.5303030303030303
UNINETT2010.GRAPHML,2,0,0.24242424242424243
UNINETT2010.GRAPHML,2,1,0.21212121212121213
UNINETT2010.GRAPHML,2,17,0.12121212121212122
UNINETT2010.GRAPHML,2,37,0.07575757575757576
UNINETT2010.GRAPHML,2,41,0.045454545454545456
UNINETT2010.GRAPHML,3,26,0.11666666666666667
UNINETT2010.GRAPHML,3,2,0.05
UNINETT2010.GRAPHML,3,17,0.2833333333333333
UNINETT2010.GRAPHML,3,9,0.1
UNINETT2010.GRAPHML,3,32,0.1
UNINETT2010.GRAPHML,3,0,0.38333333333333336
UNINETT2010.GRAPHML,3,5,0.08333333333333333
UNINETT2010.GRAPHML,3,3,0.05
UNINETT2010.GRAPHML,3,28,0.11666666666666667
UNINETT2010.GRAPHML,3,31,0.06666666666666667
UNINETT2010.GRAPHML,3,51,0.03333333333333333
UNINETT2010.GRAPHML,3,53,0.016666666666666666
UNINETT2010.GRAPHML,3,46,0.11666666666666667
UNINETT2010.GRAPHML,3,11,0.05
UNINETT2010.GRAPHML,4,1,0.11864406779661017
UNINETT2010.GRAPHML,4,0,0.2542372881355932
UNINETT2010.GRAPHML,4,8,0.1016949152542373
UNINETT2010.GRAPHML,4,10,0.0847457627118644
UNINETT2010.GRAPHML,4,17,0.22033898305084745
UNINETT2010.GRAPHML,4,22,0.1016949152542373
UNINETT2010.GRAPHML,4,9,0.05084745762711865
UNINETT2010.GRAPHML,4,2,0.05084745762711865
UNINETT2010.GRAPHML,4,26,0.1016949152542373
UNINETT2010.GRAPHML,4,66,0.23728813559322035
UNINETT2010.GRAPHML,4,6,0.01694915254237288
UNINETT2010.GRAPHML,4,5,0.01694915254237288
UNINETT2010.GRAPHML,4,29,0.1694915254237288
UNINETT2010.GRAPHML,4,67,0.1016949152542373
UNINETT2010.GRAPHML,4,7,0.01694915254237288
USCARRIER,2,7,0.02877697841726619
USCARRIER,2,77,0.7482014388489209
USCARRIER,2,109,0.03597122302158273
USCARRIER,2,50,0.06474820143884892
USCARRIER,2,133,0.1510791366906475
USCARRIER,2,18,0.1223021582733813
USCARRIER,2,119,0.05755395683453238
USCARRIER,2,9,0.007194244604316547
USCARRIER,2,57,0.7697841726618705
USCARRIER,2,103,0.02158273381294964
USCARRIER,2,106,0.02877697841726619
USCARRIER,2,86,0.007194244604316547
USCARRIER,2,135,0.2517985611510791
USCARRIER,2,33,0.10071942446043165
USCARRIER,2,53,0.1366906474820144
USCARRIER,2,91,0.03597122302158273
USCARRIER,2,97,0.02158273381294964
USCARRIER,2,157,0.2158273381294964
USCARRIER,2,124,0.02877697841726619
USCARRIER,3,7,0.05511811023622047
USCARRIER,3,50,0.047244094488188976
USCARRIER,3,19,0.047244094488188976
USCARRIER,3,57,0.84251968503937
USCARRIER,3,15,0.007874015748031496
USCARRIER,3,77,0.07086614173228346
USCARRIER,3,109,0.023622047244094488
USCARRIER,3,30,0.03937007874015748
USCARRIER,3,6,0.2440944881889764
USCARRIER,3,26,0.03937007874015748
USCARRIER,3,53,0.03937007874015748
USCARRIER,3,2,0.015748031496062992
USCARRIER,3,4,0.007874015748031496
USCARRIER,3,86,0.007874015748031496
USCARRIER,3,34,0.015748031496062992
USCARRIER,3,69,0.023622047244094488
USCARRIER,3,119,0.03937007874015748
USCARRIER,3,24,0.007874015748031496
USCARRIER,3,16,0.015748031496062992
USCARRIER,3,103,0.023622047244094488
USCARRIER,3,106,0.031496062992125984
USCARRIER,3,32,0.007874015748031496
USCARRIER,3,36,0.007874015748031496
USCARRIER,3,39,0.007874015748031496
USCARRIER,3,61,0.07086614173228346
USCARRIER,3,46,0.08661417322834646
USCARRIER,3,91,0.03937007874015748
USCARRIER,3,76,0.3937007874015748
USCARRIER,3,51,0.023622047244094488
USCARRIER,3,52,0.07086614173228346
USCARRIER,3,133,0.047244094488188976
USCARRIER,4,7,0.05511811023622047
USCARRIER,4,50,0.047244094488188976
USCARRIER,4,19,0.047244094488188976
USCARRIER,4,15,0.007874015748031496
USCARRIER,4,57,0.84251968503937
USCARRIER,4,77,0.07086614173228346
USCARRIER,4,109,0.023622047244094488
USCARRIER,4,6,0.2440944881889764
USCARRIER,4,26,0.03937007874015748
USCARRIER,4,30,0.03937007874015748
USCARRIER,4,4,0.015748031496062992
USCARRIER,4,2,0.007874015748031496
USCARRIER,4,53,0.03937007874015748
USCARRIER,4,86,0.007874015748031496
USCARRIER,4,34,0.015748031496062992
USCARRIER,4,69,0.023622047244094488
USCARRIER,4,119,0.03937007874015748
USCARRIER,4,16,0.015748031496062992
USCARRIER,4,24,0.007874015748031496
USCARRIER,4,39,0.007874015748031496
USCARRIER,4,36,0.007874015748031496
USCARRIER,4,32,0.007874015748031496
USCARRIER,4,61,0.07086614173228346
USCARRIER,4,103,0.023622047244094488
USCARRIER,4,106,0.031496062992125984
USCARRIER,4,46,0.08661417322834646
USCARRIER,4,51,0.023622047244094488
USCARRIER,4,52,0.07086614173228346
USCARRIER,4,76,0.3937007874015748
USCARRIER,4,91,0.03937007874015748
USCARRIER,4,133,0.047244094488188976
USCARRIER.GRAPHML,2,7,0.02877697841726619
USCARRIER.GRAPHML,2,77,0.7482014388489209
USCARRIER.GRAPHML,2,109,0.03597122302158273
USCARRIER.GRAPHML,2,50,0.06474820143884892
USCARRIER.GRAPHML,2,133,0.1510791366906475
USCARRIER.GRAPHML,2,18,0.1223021582733813
USCARRIER.GRAPHML,2,119,0.05755395683453238
USCARRIER.GRAPHML,2,9,0.007194244604316547
USCARRIER.GRAPHML,2,57,0.7697841726618705
USCARRIER.GRAPHML,2,103,0.02158273381294964
USCARRIER.GRAPHML,2,106,0.02877697841726619
USCARRIER.GRAPHML,2,86,0.007194244604316547
USCARRIER.GRAPHML,2,135,0.2517985611510791
USCARRIER.GRAPHML,2,33,0.10071942446043165
USCARRIER.GRAPHML,2,53,0.1366906474820144
USCARRIER.GRAPHML,2,91,0.03597122302158273
USCARRIER.GRAPHML,2,97,0.02158273381294964
USCARRIER.GRAPHML,2,157,0.2158273381294964
USCARRIER.GRAPHML,2,124,0.02877697841726619
USCARRIER.GRAPHML,3,7,0.05511811023622047
USCARRIER.GRAPHML,3,50,0.047244094488188976
USCARRIER.GRAPHML,3,19,0.047244094488188976
USCARRIER.GRAPHML,3,57,0.84251968503937
USCARRIER.GRAPHML,3,15,0.007874015748031496
USCARRIER.GRAPHML,3,77,0.07086614173228346
USCARRIER.GRAPHML,3,109,0.023622047244094488
USCARRIER.GRAPHML,3,30,0.03937007874015748
USCARRIER.GRAPHML,3,6,0.2440944881889764
USCARRIER.GRAPHML,3,26,0.03937007874015748
USCARRIER.GRAPHML,3,53,0.03937007874015748
USCARRIER.GRAPHML,3,2,0.015748031496062992
USCARRIER.GRAPHML,3,4,0.007874015748031496
USCARRIER.GRAPHML,3,86,0.007874015748031496
USCARRIER.GRAPHML,3,34,0.015748031496062992
USCARRIER.GRAPHML,3,69,0.023622047244094488
USCARRIER.GRAPHML,3,119,0.03937007874015748
USCARRIER.GRAPHML,3,24,0.007874015748031496
USCARRIER.GRAPHML,3,16,0.015748031496062992
USCARRIER.GRAPHML,3,103,0.023622047244094488
USCARRIER.GRAPHML,3,106,0.031496062992125984
USCARRIER.GRAPHML,3,32,0.007874015748031496
USCARRIER.GRAPHML,3,36,0.007874015748031496
USCARRIER.GRAPHML,3,39,0.007874015748031496
USCARRIER.GRAPHML,3,61,0.07086614173228346
USCARRIER.GRAPHML,3,46,0.08661417322834646
USCARRIER.GRAPHML,3,91,0.03937007874015748
USCARRIER.GRAPHML,3,76,0.3937007874015748
USCARRIER.GRAPHML,3,51,0.023622047244094488
USCARRIER.GRAPHML,3,52,0.07086614173228346
USCARRIER.GRAPHML,3,133,0.047244094488188976
USCARRIER.GRAPHML,4,7,0.05511811023622047
USCARRIER.GRAPHML,4,50,0.047244094488188976
USCARRIER.GRAPHML,4,19,0.047244094488188976
USCARRIER.GRAPHML,4,15,0.007874015748031496
USCARRIER.GRAPHML,4,57,0.84251968503937
USCARRIER.GRAPHML,4,77,0.07086614173228346
USCARRIER.GRAPHML,4,109,0.023622047244094488
USCARRIER.GRAPHML,4,6,0.2440944881889764
USCARRIER.GRAPHML,4,26,0.03937007874015748
USCARRIER.GRAPHML,4,30,0.03937007874015748
USCARRIER.GRAPHML,4,4,0.015748031496062992
USCARRIER.GRAPHML,4,2,0.007874015748031496
USCARRIER.GRAPHML,4,53,0.03937007874015748
USCARRIER.GRAPHML,4,86,0.007874015748031496
USCARRIER.GRAPHML,4,34,0.015748031496062992
USCARRIER.GRAPHML,4,69,0.023622047244094488
USCARRIER.GRAPHML,4,119,0.03937007874015748
USCARRIER.GRAPHML,4,16,0.015748031496062992
USCARRIER.GRAPHML,4,24,0.007874015748031496
USCARRIER.GRAPHML,4,39,0.007874015748031496
USCARRIER.GRAPHML,4,36,0.007874015748031496
USCARRIER.GRAPHML,4,32,0.007874015748031496
USCARRIER.GRAPHML,4,61,0.07086614173228346
USCARRIER.GRAPHML,4,103,0.023622047244094488
USCARRIER.GRAPHML,4,106,0.031496062992125984
USCARRIER.GRAPHML,4,46,0.08661417322834646
USCARRIER.GRAPHML,4,51,0.023622047244094488
USCARRIER.GRAPHML,4,52,0.07086614173228346
USCARRIER.GRAPHML,4,76,0.3937007874015748
USCARRIER.GRAPHML,4,91,0.03937007874015748
USCARRIER.GRAPHML,4,133,0.047244094488188976
UUNET.GRAPHML,2,13,0.02564102564102564
UUNET.GRAPHML,2,9,0.20512820512820512
UUNET.GRAPHML,2,45,0.07692307692307693
UUNET.GRAPHML,2,25,0.07692307692307693
UUNET.GRAPHML,2,4,0.5384615384615384
UUNET.GRAPHML,2,27,0.05128205128205128
UUNET.GRAPHML,2,31,0.07692307692307693
UUNET.GRAPHML,2,33,0.15384615384615385
UUNET.GRAPHML,2,14,0.05128205128205128
UUNET.GRAPHML,2,43,0.1794871794871795
UUNET.GRAPHML,3,41,0.24324324324324326
UUNET.GRAPHML,3,34,0.32432432432432434
UUNET.GRAPHML,3,44,0.16216216216216217
UUNET.GRAPHML,3,46,0.08108108108108109
UUNET.GRAPHML,3,28,0.05405405405405406
UUNET.GRAPHML,3,17,0.13513513513513514
UUNET.GRAPHML,3,25,0.10810810810810811
UUNET.GRAPHML,3,38,0.10810810810810811
UUNET.GRAPHML,3,7,0.05405405405405406
UUNET.GRAPHML,3,48,0.02702702702702703
UUNET.GRAPHML,3,1,0.02702702702702703
UUNET.GRAPHML,3,4,0.05405405405405406
UUNET.GRAPHML,4,48,0.08108108108108109
UUNET.GRAPHML,4,36,0.02702702702702703
UUNET.GRAPHML,4,39,0.32432432432432434
UUNET.GRAPHML,4,37,0.40540540540540543
UUNET.GRAPHML,4,35,0.02702702702702703
UUNET.GRAPHML,4,47,0.10810810810810811
UUNET.GRAPHML,4,34,0.21621621621621623
UUNET.GRAPHML,4,22,0.02702702702702703
UUNET.GRAPHML,4,43,0.10810810810810811
UUNET.GRAPHML,4,21,0.05405405405405406
UUNET.GRAPHML,4,7,0.02702702702702703
UUNET.GRAPHML,4,5,0.02702702702702703
